Row.names	Mean_RPKM	SD_RPKM	Chimp_dN	Chimp_dS	Chimp_dN.dS	Mouse_dN	Mouse_dS	Mouse_dN.dS
6796	ENSG00000134265.8	4.01265735598498	1.18102227428397	0	0.006	0	0.0091	0.6591	0.013806706
6797	ENSG00000134278.10	8.45039217208707	5.64262482091556	0.002	0.0093	0.215053763	0.0384	0.5195	0.073917228
6798	ENSG00000134283.13	4.23493477355602	1.19604621540777	0.0599	0.0677	0.88478582	0.1384	0.5139	0.269313096
6799	ENSG00000134285.6	0.665622653482958	0.476383030659811	0	0	NA	0.0488	0.4547	0.10732351
6800	ENSG00000134287.5	0.0499115257978786	0.0479516097554941	NA	NA	NA	0	0.41	0
6801	ENSG00000134291.7	5.18664089746253	2.3323154287676	0.0021	0	NA	0.1325	0.6229	0.212714721
6802	ENSG00000134294.9	42.6813287025274	26.0093626786512	0.001	0.002	0.5	0.0611	0.8121	0.07523704
6803	ENSG00000134308.9	15.8984044596206	5.5834829920755	0	0.0039	0	0.0018	0.3482	0.005169443
6804	ENSG00000134313.10	5.0426694537318	2.26519864522453	0.0011	0.0082	0.134146341	0.0297	0.6315	0.047030879
6805	ENSG00000134317.13	0.364546460718956	0.244808949352619	0.0025	0.011	0.227272727	0.0244	0.6127	0.039823731
6806	ENSG00000134318.9	11.580927462356	4.75607847140204	0.0023	0.0086	0.26744186	0.0159	0.4467	0.035594359
6807	ENSG00000134321.7	0.658235314193853	0.574001214565277	0.0034	0.005	0.68	0.1019	0.7355	0.138545207
6808	ENSG00000134323.10	0.0668460570600664	0.0721954793890365	0.0018	0.0105	0.171428571	0.0822	0.977	0.084135107
6809	ENSG00000134324.7	60.8499727249146	51.130033564597	0.0017	0.0096	0.177083333	0.0609	0.7575	0.08039604
6810	ENSG00000134326.7	0.490539219091798	0.377495169732325	0.0031	0.0321	0.096573209	0.1597	0.7215	0.221344421
6811	ENSG00000134330.14	6.50195598934972	1.75310631949939	0	0.0108	0	0.1007	0.5419	0.185827643
6812	ENSG00000134333.9	184.353446086617	123.902123398976	0.0016	0.0092	0.173913043	0.0468	0.7855	0.059579885
6813	ENSG00000134339.4	26.8615843984017	100.980022180833	0.0084	0.0173	0.485549133	0.2145	0.8836	0.242756904
6814	ENSG00000134343.8	0.00983383568290751	0.0116984249575552	0	0.015	0	0.0312	0.4692	0.066496164
6815	ENSG00000134352.15	16.9494010625884	9.86795020232574	0.0025	0.0084	0.297619048	0.1381	0.7968	0.173318273
6816	ENSG00000134363.7	3.39637192085732	7.1578896606641	0	0.0279	0	0.0131	0.4611	0.028410323
6817	ENSG00000134365.8	0.00131953249923712	0.00505235212450136	0.0141	0.0333	0.423423423	0.4969	1.5549	0.31957039
6818	ENSG00000134369.11	0.746560999785745	0.411281273602408	0	0.0207	0	0.0158	0.4763	0.03317237
6819	ENSG00000134371.9	4.99004777531291	1.70419512038824	0	0.0096	0	4e-04	0.3706	0.001079331
6820	ENSG00000134375.6	14.2160544717035	3.92658885372994	0.0131	0.0097	1.350515464	0.0198	0.4554	0.043478261
6821	ENSG00000134376.10	0.0703130412532753	0.0804750690844574	0.006	0.0115	0.52173913	0.1436	0.4319	0.332484371
6823	ENSG00000134398.8	0.00386674392232022	0.00801084299645588	0.0175	0.0306	0.571895425	0.1252	0.6161	0.203213764
6824	ENSG00000134419.11	21.5667222932328	5.80854523090191	0.004	0.0076	0.526315789	8e-04	0.785	0.001019108
6825	ENSG00000134438.9	0.000635596138403513	0.00296672765949776	0.0012	0.037	0.032432432	0.0577	0.9204	0.062690135
6826	ENSG00000134440.7	38.9321295006331	14.4580495867528	0.0029	0.0207	0.140096618	0.0331	0.6164	0.053698897
6827	ENSG00000134443.5	0.00439740298532469	0.0297929274457351	0.0029	0	NA	0.2937	1.0464	0.280676606
6828	ENSG00000134444.9	2.53395953414052	1.01740869327695	0.0055	0.0294	0.18707483	0.0371	0.3405	0.108957416
6829	ENSG00000134452.15	7.13277266247328	2.33049076499748	0.0056	0.0167	0.335329341	0.0513	0.4914	0.104395604
6830	ENSG00000134453.11	15.1672370777574	3.85273082401095	0	0	NA	0.0034	0.5162	0.006586594
6831	ENSG00000134460.11	0.0397376104149708	0.0477496398951936	0.0089	0.0168	0.529761905	0.2722	0.7394	0.368136327
6832	ENSG00000134461.11	1.64054746960485	0.59769764362626	0.0025	0.0106	0.235849057	0.1013	0.6184	0.163809832
6833	ENSG00000134463.10	35.9735555122065	26.5501989456068	0.0058	0.0294	0.197278912	0.0976	0.9282	0.105149752
6834	ENSG00000134470.15	2.02967585422272	0.943124278223935	0.0124	0.0045	2.755555556	0.369	0.6743	0.547234169
6835	ENSG00000134480.9	5.72618426833042	3.43333038579907	0.0044	0.0244	0.180327869	0.0233	0.4263	0.054656345
6836	ENSG00000134489.6	0.0296661448031447	0.0280981536298212	0.0065	0.011	0.590909091	0.2233	0.6379	0.350054868
6837	ENSG00000134490.9	0.281134392009225	0.140587994656396	0.0128	0.0041	3.12195122	0.1135	0.3025	0.375206612
6838	ENSG00000134504.8	0.769634671335997	0.467880075898308	0	0	NA	0	0.4264	0
6839	ENSG00000134508.8	0.356531431560599	0.213637551807219	0.005	0.0086	0.581395349	0.1615	0.6777	0.238306035
6840	ENSG00000134516.11	0.214216174167949	0.173155619658537	0.0012	0.0106	0.113207547	0.0235	0.5363	0.043818758
6841	ENSG00000134531.5	8.59107986245044	5.66686419872049	0.0135	0	NA	0.1582	0.6388	0.247651847
6842	ENSG00000134532.11	0.144840425881016	0.0947148019149204	0.0012	0.0156	0.076923077	0.0149	0.4182	0.035628886
6843	ENSG00000134533.2	1.18792713378058	0.766667229875219	0.0026	0.0102	0.254901961	0.0071	0.7019	0.010115401
6844	ENSG00000134538.2	0.00194477826941672	0.00706422625381994	0.0088	0.0112	0.785714286	0.2366	0.7767	0.304622119
6845	ENSG00000134539.12	0.0578711290204854	0.0630572294906012	0.0044	0.012	0.366666667	0.3185	0.6204	0.513378466
6846	ENSG00000134545.9	0.0172526255379929	0.027411322654002	0.0105	0.0193	0.544041451	0.4254	0.7273	0.584903066
6847	ENSG00000134548.5	1.19245726354853	1.37192487033795	0.0046	0	NA	0.2167	0.5945	0.36450799
6849	ENSG00000134569.5	2.50306242117008	2.00074681426643	0.001	0.0093	0.107526882	0.0155	0.474	0.032700422
6850	ENSG00000134571.6	0.184241317832019	0.301653102481976	0.0026	0.0195	0.133333333	0.0535	0.7109	0.075256717
6851	ENSG00000134574.7	4.05972221784813	2.68417563100833	0	0.0026	0	0.1185	0.4832	0.245240066
6852	ENSG00000134575.5	3.93622944063919	1.53874679321734	0.0023	0.0083	0.277108434	0.0624	0.3764	0.165781084
6853	ENSG00000134588.8	0.00207830333248387	0.00987645096911143	0.0213	0.0182	1.17032967	0.6358	0.8811	0.721598002
6854	ENSG00000134590.9	76.3758500498395	33.7668173948992	0	0.0197	0	0.1798	4.3707	0.041137575
6855	ENSG00000134594.4	0.0683168756504825	0.0830982082639075	0.0071	0.0076	0.934210526	0.0078	0.3975	0.019622642
6856	ENSG00000134595.6	0.0894435642113866	0.177776072157585	NA	NA	NA	0.0346	0.5679	0.060926219
6857	ENSG00000134597.9	2.90003161236297	0.895896143111475	0.005	0.0151	0.331125828	0.1649	0.9209	0.179063959
6858	ENSG00000134602.11	0.28273936520049	0.189919068257165	0	0.0077	0	0.0085	0.4831	0.017594701
6859	ENSG00000134627.7	0.29144698621402	0.151782100797483	0.003	0.0086	0.348837209	0.1636	0.7181	0.227823423
6860	ENSG00000134640.2	0.000909127829986256	0.00535385818635028	0.0095	0.0518	0.183397683	0.1215	1.0402	0.116804461
6861	ENSG00000134644.11	14.11592229577	4.73716387008952	0	0.0048	0	0.0056	0.241	0.023236515
6862	ENSG00000134668.8	0.0341177779477263	0.0989251307390515	0.0796	0.0981	0.811416922	0.3006	0.7306	0.41144265
6863	ENSG00000134684.6	8.34420900012172	4.82259953223369	0.001	0.0069	0.144927536	0.0176	0.5058	0.034796362
6864	ENSG00000134686.12	53.6739140920861	38.9676842902719	0.0011	0.0092	0.119565217	0.0627	0.4243	0.147772802
6865	ENSG00000134690.6	0.154642539484383	0.118737439162564	0.0036	0.0109	0.330275229	0.1249	0.5775	0.216277056
6866	ENSG00000134697.8	8.64670058405677	3.6302754432317	0.0027	0.0014	1.928571429	0.0755	0.547	0.138025594
6867	ENSG00000134698.10	5.17818032392236	1.74849621720555	0	0	NA	0.0056	0.3555	0.015752461
6868	ENSG00000134709.6	0.0930865830286991	0.108355820217696	6e-04	0.0069	0.086956522	0.037	0.6697	0.055248619
6869	ENSG00000134716.5	4.01490822013381	3.99600624994126	0.0057	0.0072	0.791666667	0.1475	0.759	0.194334651
6870	ENSG00000134717.13	7.57246282267016	2.63956557717797	0	0.0069	0	0	0.2954	0
6871	ENSG00000134744.9	7.52779486262521	3.69647719009301	0.0022	0.0067	0.328358209	0.0599	0.3622	0.165378244
6872	ENSG00000134748.12	3.11493667613628	0.984208674730998	0	0.0092	0	0.0056	0.6964	0.008041356
6873	ENSG00000134755.10	0.150733602419496	0.0987747599181916	0.0072	0.0131	0.549618321	0.1568	0.7652	0.204913748
6874	ENSG00000134757.4	0.0229286551513428	0.0328455319709973	0.0032	0.0133	0.240601504	0.1566	0.7388	0.211965349
6875	ENSG00000134758.9	1.99465600404628	0.768189325781008	0	0.0044	0	0.0294	0.2245	0.130957684
6876	ENSG00000134759.9	8.70821898926136	2.9957036869296	0.0024	0.0112	0.214285714	0.1173	0.6229	0.188312731
6877	ENSG00000134760.5	0.0520436659774765	0.0660095578043292	0.0103	0.0196	0.525510204	0.1137	0.7398	0.153690187
6878	ENSG00000134762.12	0.0373783823216421	0.0421070502981245	0.0047	0.0167	0.281437126	0.1163	0.6623	0.175600181
6879	ENSG00000134765.5	0.0283159653553306	0.0359556254088309	0.0054	0.0101	0.534653465	0.1065	0.6293	0.169235659
6880	ENSG00000134769.17	8.29394335635873	4.11842339076026	0.0064	0.0171	0.374269006	0.0222	0.4465	0.049720045
6881	ENSG00000134775.11	7.23228647958401	4.55599490668387	0.0021	0.0155	0.135483871	0.0551	0.6134	0.089827193
6882	ENSG00000134779.10	1.23128845553065	0.596522000133883	0.1562	0.225	0.694222222	0.0773	0.4076	0.189646712
6883	ENSG00000134780.5	1.14795814326336	0.917631697176714	0.0058	0.0344	0.168604651	0.0131	0.7755	0.016892328
6884	ENSG00000134802.13	2.74149348216001	2.08342593724545	0.0222	0.0428	0.518691589	0.1442	0.6943	0.2076912
6885	ENSG00000134809.4	18.2412823455278	5.78047377939166	0	0	NA	0	0.5613	0
6886	ENSG00000134812.3	0.0296791717442576	0.108116261595504	0.0045	0.0059	0.762711864	0.111	0.5015	0.221335992
6887	ENSG00000134815.14	3.43403540780378	1.69736468222552	0.0027	0.0177	0.152542373	0.0656	0.8543	0.076788014
6888	ENSG00000134817.9	1.90583276176868	1.9808939218195	0.0011	0.0218	0.050458716	0.0376	0.7951	0.047289649
6889	ENSG00000134824.9	1.30471022059751	0.836650220577277	0.001	0.0064	0.15625	0.0617	0.6891	0.089537077
6890	ENSG00000134825.9	21.3209711274435	6.14984147610471	0	0.035	0	0	0.6979	0
6892	ENSG00000134830.3	0.128278222127796	0.127400498351487	0.011	0.0288	0.381944444	0.2787	1.5686	0.177674359
6893	ENSG00000134851.8	3.74216006883355	2.02212739885485	0	0	NA	0.0421	0.4961	0.084861923
6894	ENSG00000134852.10	3.6884680650955	1.49697797487596	0	0.0074	0	0.018	0.381	0.047244094
6895	ENSG00000134853.7	0.7965323067855	0.685573681607007	0.0033	0.0225	0.146666667	0.0435	0.6055	0.071841453
6896	ENSG00000134864.6	0.401147168155673	0.225276121049363	0.0052	0.0144	0.361111111	0.2005	2.3307	0.086025658
6897	ENSG00000134871.13	14.0518387506174	7.49141962077068	0.0181	0.0288	0.628472222	0.1058	0.6148	0.172088484
6898	ENSG00000134873.5	0.0189911598393823	0.0330299597969286	0	0.0231	0	0.036	0.4772	0.075440067
6899	ENSG00000134874.13	0.547469423070203	0.303723369978296	0.0047	0.0102	0.460784314	0.2141	0.8144	0.262892927
6900	ENSG00000134882.11	10.3881756194802	2.61380569497686	0	0.0055	0	0.0548	0.4944	0.110841424
6901	ENSG00000134884.9	18.1435214929802	6.51202069317525	0	0.0129	0	0.0081	0.3115	0.02600321
6902	ENSG00000134897.9	0.72820597001633	0.266153351117533	NA	NA	NA	0.0616	0.4756	0.129520606
6903	ENSG00000134899.13	4.37991136783777	1.30871281364963	NA	NA	NA	0.2013	0.7536	0.267117834
6904	ENSG00000134900.7	9.57355643760326	2.66764545968522	0.0014	0.0158	0.088607595	0.0181	0.4837	0.037419888
6905	ENSG00000134901.8	0.317915607356401	0.195041804192973	0.0041	0.0163	0.251533742	0.0396	0.5148	0.076923077
6906	ENSG00000134905.12	8.13293944347736	2.30413431403904	NA	NA	NA	0.1282	0.9634	0.133070376
6907	ENSG00000134909.14	2.05885007520055	0.978444378745759	0.0026	0.0097	0.268041237	0.0665	0.4602	0.14450239
6908	ENSG00000134910.8	4.17392399865528	1.56340149406615	0	0.0127	0	0.0027	0.3255	0.008294931
6909	ENSG00000134917.9	0.238115916604739	0.487614890159804	0.0349	0.1355	0.257564576	0.0973	0.6611	0.147178944
6910	ENSG00000134940.9	0.00854749391288605	0.0132686122724489	0.0132	0.0124	1.064516129	0.2945	0.6742	0.436814002
6911	ENSG00000134954.10	4.3654249440792	2.09442680826545	0.002	0.0118	0.169491525	0.036	0.429	0.083916084
6912	ENSG00000134955.7	0.148836945800847	0.117643495345539	0.0025	0.0097	0.257731959	0.0817	0.7619	0.10723192
6913	ENSG00000134962.6	0.034384936467896	0.0432703163127609	0.0036	0.0175	0.205714286	0.1205	0.6463	0.186445923
6914	ENSG00000134970.13	0	0	0	0.0043	0	0.0191	0.4059	0.047055925
6915	ENSG00000134982.12	3.23713970905127	1.14136100062753	0.0021	0.0091	0.230769231	0.0468	0.5244	0.089244851
6916	ENSG00000134986.9	1.9982852792324	2.99553329561118	0.0092	0.009	1.022222222	0.1875	0.3735	0.502008032
6917	ENSG00000134987.7	2.92115834091985	1.09967911550181	0.0023	0.0136	0.169117647	0.0605	0.4789	0.126331176
6918	ENSG00000134996.11	3.60484267972236	1.49163278807106	0	0.009	0	0.0178	0.5927	0.030032057
6919	ENSG00000135002.7	3.4014187981916	1.09930036720188	0	0	NA	0.0361	0.4491	0.080382988
6920	ENSG00000135018.9	42.060654810972	17.0535031877047	8e-04	0.0063	0.126984127	0.0538	0.6096	0.088254593
6921	ENSG00000135040.11	5.10557425742926	1.60046154436111	0	0.0059	0	0.0122	0.5832	0.020919067
6922	ENSG00000135045.6	1.2538993573466	0.595625124468842	0.0095	0.0349	0.272206304	0.2742	0.6698	0.409375933
6923	ENSG00000135046.9	6.8450988605965	5.961786703269	0	0.0141	0	0.0626	0.5101	0.122721035
6924	ENSG00000135047.10	18.4347261495368	9.55698132760714	0	0.0092	0	0.2564	0.8839	0.290078063
6925	ENSG00000135048.9	2.23510017159373	1.37804012419969	0.0014	0.0169	0.082840237	0.0718	0.5779	0.124242949
6926	ENSG00000135049.11	4.71713895465052	1.78155790103514	0.0072	0.01	0.72	0.0511	0.6899	0.074068706
6927	ENSG00000135052.12	2.52269403795863	0.873697845676871	0.0078	0.0263	0.296577947	0.2601	0.9703	0.268061424
6928	ENSG00000135063.13	14.0589336661405	13.6449373107148	0.0031	0.0081	0.382716049	0.0747	0.5926	0.126054674
6929	ENSG00000135069.9	0.190285073311696	0.252676528990351	0	0.0119	0	0.0389	0.6163	0.063118611
6930	ENSG00000135070.9	14.3314986772315	3.37716006363025	0	0	NA	0.0143	0.7129	0.020058914
6931	ENSG00000135074.11	0.841839353133773	0.751162276409583	0.002	0.0096	0.208333333	0.085	0.5181	0.164060992
6932	ENSG00000135077.4	0.309833770955718	0.242861801671329	0.0143	0.0197	0.725888325	0.2795	0.6095	0.4585726
6933	ENSG00000135083.10	0.0492399707555684	0.0392225674151756	0.0054	0.0245	0.220408163	0.0481	0.6649	0.072341706
6934	ENSG00000135090.9	3.03552190425784	1.02654602847166	8e-04	0.0048	0.166666667	0.0224	0.6223	0.035995501
6935	ENSG00000135093.8	2.89589586077734	0.761386806995113	0	0.0037	0	0.0518	0.5905	0.087722269
6936	ENSG00000135094.6	0.242608768147481	1.09288958976547	0.004	0.0094	0.425531915	0.0917	0.8713	0.105245036
6937	ENSG00000135097.2	0.0248954622540623	0.0274939757143364	0.0028	0.0132	0.212121212	0.0025	0.3584	0.006975446
6938	ENSG00000135100.13	0.00303887902910626	0.00564097661787847	0.0013	0.0109	0.119266055	0.0232	0.7575	0.030627063
6939	ENSG00000135108.10	7.19542909555657	1.70196409612288	0	0.0032	0	0.021	0.8201	0.025606633
6940	ENSG00000135111.10	3.85738138681234	1.44869730308643	0.0012	0.0161	0.074534161	0.026	0.8065	0.032238066
6941	ENSG00000135114.8	0.156528686518716	0.364160964834764	0.0083	0.0025	3.32	0.195	0.9178	0.212464589
6942	ENSG00000135116.5	0.0222611849104206	0.0295270421996945	0	0	NA	0.1428	0.7119	0.200589971
6943	ENSG00000135119.10	0.0291380788611118	0.0230073078185948	0.001	0.0291	0.034364261	0.0329	0.7841	0.041958934
6944	ENSG00000135124.10	0.802385828765326	0.489271984733773	0	0.0225	0	0.0698	0.703	0.099288762
6945	ENSG00000135127.7	0.109624347009501	0.169516120401074	0.0027	0.0127	0.212598425	0.0309	0.5214	0.059263521
6946	ENSG00000135144.3	0.400099592898474	0.288258179947082	0.0027	0.0239	0.112970711	0.015	0.9774	0.015346839
6947	ENSG00000135148.7	3.82313822036566	1.46728376887227	0.0073	0.002	3.65	0.1359	0.556	0.24442446
6948	ENSG00000135164.14	4.6170734508093	1.6164973248491	0.0012	0.0071	0.169014085	0.0236	0.3258	0.072437078
6949	ENSG00000135175.5	0.002347119767652	0.0141608437377361	0	0.0084	0	0.0466	0.6601	0.070595364
6950	ENSG00000135185.7	0.778280464195928	0.481867764159576	0	0.0077	0	0.0121	0.2524	0.047939778
6951	ENSG00000135205.10	0.679147207459738	0.335895572430377	0.0026	0.0096	0.270833333	0.1546	0.8069	0.191597472
6952	ENSG00000135211.5	6.53767743304718	2.37625151308656	0	0.0065	0	0.0036	0.209	0.01722488
6953	ENSG00000135213.8	4.29655037924301	1.21120385765028	NA	NA	NA	0.2292	0.7784	0.294450154
6954	ENSG00000135218.13	24.7344086364258	16.2372263037495	0.003	0.005	0.6	0.0925	0.598	0.154682274
6955	ENSG00000135220.6	0.00286069291665457	0.00728232980513098	0.0082	0.0139	0.589928058	0.2243	0.836	0.268301435
6957	ENSG00000135226.12	0.000930467746112236	0.00608057687340816	0.0275	0.0712	0.386235955	0.2174	0.6591	0.329843726
6958	ENSG00000135241.12	9.82908820385157	5.95439977047649	0.0017	0.0076	0.223684211	0.0891	0.508	0.175393701
6959	ENSG00000135245.9	1.36938637401475	2.77885066651685	0	0.0182	0	0.1369	0.8371	0.163540796
6960	ENSG00000135248.11	0.0450699075612478	0.0680706139302409	0.0101	0.0064	1.578125	0.1354	0.4505	0.300554939
6961	ENSG00000135249.3	5.91597172437712	1.73274462693395	0.0027	0.0036	0.75	0.0723	0.5385	0.134261838
6962	ENSG00000135250.12	3.18385400023571	1.29323316213029	0.0025	0.0163	0.153374233	0.0375	0.3869	0.09692427
6963	ENSG00000135269.13	1.09091735509939	0.572122690773187	0	0.0023	0	0.0432	0.6181	0.069891603
6964	ENSG00000135272.5	2.65618738324143	1.86169559860946	0.0027	0.0159	0.169811321	0.1076	0.4684	0.22971819
6965	ENSG00000135297.11	1.62205042755881	0.369665388261853	NA	NA	NA	0.0774	0.5327	0.145297541
6966	ENSG00000135298.9	0.0759233290080501	0.0557398703021697	0.001	0.0087	0.114942529	0.0078	0.3497	0.022304833
6967	ENSG00000135299.12	0.418964199773794	0.17835011313947	0.0021	0.0084	0.25	0.0768	0.5303	0.144823685
6968	ENSG00000135312.4	0.0477300236878787	0.0991895837163532	0	0.0155	0	0.0355	0.5021	0.070703047
6969	ENSG00000135314.8	0.0663892293684618	0.0537029071692203	NA	NA	NA	0.4001	0.939	0.426091587
6970	ENSG00000135315.7	0.748096158753994	0.326928418178233	0.0192	0.0183	1.049180328	0.1461	0.6324	0.231024668
6971	ENSG00000135316.13	18.4829497548037	6.96655788431254	0	0.002	0	0.0014	0.1569	0.008922881
6972	ENSG00000135317.8	2.74322325323903	0.898063437189765	0	0.0032	0	0.0125	0.4617	0.027073857
6973	ENSG00000135318.7	0.705714856356729	0.846027813151182	8e-04	0.0078	0.102564103	0.0752	0.4812	0.156275977
6974	ENSG00000135324.5	0.270744752782115	0.380217230420527	0.0021	0.0286	0.073426573	0.0653	0.4796	0.136155129
6975	ENSG00000135333.9	0.048429268266096	0.047922464932429	0.001	0.0126	0.079365079	0.0088	0.4149	0.02120993
6976	ENSG00000135334.8	30.7235940911049	14.6368517342408	0	0.0119	0	0.0369	0.2763	0.133550489
6977	ENSG00000135336.10	6.46562509647636	2.68958246654248	0.003	0.0026	1.153846154	0.1125	0.4318	0.260537286
6978	ENSG00000135338.9	0.390608346557548	0.257154319704841	0.0037	0.01	0.37	0.1848	0.8511	0.217130772
6979	ENSG00000135341.13	4.86805832718694	1.33745859139653	0	0.0157	0	0.0031	0.3737	0.008295424
6980	ENSG00000135346.4	1.47836795686419	4.89067832276985	0.0197	0.011	1.790909091	0.1539	0.6483	0.237390097
6981	ENSG00000135355.3	0.000492736556415641	0.00448798426929234	0.0037	0.0116	0.318965517	0.1262	0.505	0.24990099
6982	ENSG00000135362.9	0.0979407928104318	0.082693281382162	0.0026	0.0201	0.129353234	0.0423	0.4465	0.094736842
6983	ENSG00000135363.7	9.18834875156713	6.68624901987379	0.0057	0.0207	0.275362319	0.0138	0.3801	0.036306235
6984	ENSG00000135365.11	3.2547001165013	1.07649891591834	0	0.0026	0	0.0258	0.2177	0.118511713
6985	ENSG00000135372.4	6.84088941063992	2.78935078705743	0.004	0.0163	0.245398773	0.0226	0.4949	0.045665791
6986	ENSG00000135373.8	0.0150949129910576	0.0185475083923284	0.0034	0	NA	0.0275	0.6168	0.044584955
6987	ENSG00000135374.5	0.00213440534290533	0.00536922584080805	0.0035	0.0049	0.714285714	0.023	0.6175	0.037246964
6988	ENSG00000135378.3	0.155071791941517	0.121840911185452	0.0041	0.0056	0.732142857	0.1527	0.4931	0.309673494
6989	ENSG00000135387.15	10.4873001508935	2.92784388665593	0.0161	0.0484	0.332644628	0.014	0.3442	0.040674027
6990	ENSG00000135390.13	97.8164976430494	22.0353368740876	0	0.0156	0	0.046	0.3636	0.126512651
6991	ENSG00000135392.11	0.668236998780522	0.300258924597079	0.0013	0.0052	0.25	0.0759	0.3558	0.213322091
6992	ENSG00000135404.7	118.769037530589	58.1984676292487	0.0021	0	NA	0.1201	0.6184	0.194210867
6993	ENSG00000135406.9	0.0922607716172934	0.108083734797985	0	0.005	0	0.0198	0.9702	0.020408163
6994	ENSG00000135407.6	3.21484188631523	2.73677168810962	0.0055	0.0094	0.585106383	0.0559	0.5558	0.100575747
6995	ENSG00000135409.6	0.64392460700731	0.373458799911023	0.0018	0.0071	0.253521127	0.1237	0.4296	0.287942272
6997	ENSG00000135414.5	0.717576176725155	0.48069408115463	0	0	NA	0.0021	0.3176	0.006612091
6998	ENSG00000135423.8	0.105169901704459	0.069372948541145	0.0015	0.0088	0.170454545	0.0283	0.4184	0.067638623
6999	ENSG00000135424.11	53.0632593354513	21.4592217729458	0.0016	0.0139	0.115107914	0.0663	0.5886	0.112640163
7000	ENSG00000135426.10	0.0637840552677855	0.0514708279702581	0.0017	0.0101	0.168316832	0.1961	0.5442	0.360345461
7001	ENSG00000135436.4	0.116177893624923	0.0801636985360515	0.0122	0.0144	0.847222222	0.3	0.8283	0.362187613
7002	ENSG00000135437.5	2.0648051927256	1.54655495277779	NA	NA	NA	0.0723	0.458	0.157860262
7003	ENSG00000135439.7	3.03431544345479	1.4144311668825	0.0011	0.0079	0.139240506	0.024	0.4026	0.059612519
7004	ENSG00000135443.4	0.0281709023507658	0.197216974074608	8e-04	0.0272	0.029411765	0.1002	1.1318	0.088531543
7005	ENSG00000135446.12	10.0156292227812	3.21208853342176	0	0.0045	0	0.0288	0.4522	0.063688633
7006	ENSG00000135447.12	239.53862840963	102.681990644478	0.0031	0.0197	0.157360406	0.1183	0.2755	0.429401089
7007	ENSG00000135451.8	0.0506130435233286	0.0656147004969584	0.0026	0.0053	0.490566038	0.2794	0.496	0.563306452
7008	ENSG00000135452.5	4.43418207334918	1.1832543637461	0	0.0044	0	0.0671	0.448	0.149776786
7009	ENSG00000135454.9	2.47316358671632	1.94352923948132	9e-04	0.0097	0.092783505	0.069	0.6078	0.113524186
7010	ENSG00000135457.5	6.97511012443276	1.74564040930784	0	0.0094	0	0.0167	0.5318	0.031402783
7011	ENSG00000135469.9	37.165572309494	26.6681861328838	0.002	0.0043	0.465116279	0.0585	0.382	0.153141361
7012	ENSG00000135472.4	0.131608431948739	0.134350681648274	0	0.0116	0	0.0406	0.4832	0.084023179
7013	ENSG00000135473.10	9.76496054738067	5.55674584867251	NA	NA	NA	0.0169	0.4644	0.036391042
7014	ENSG00000135476.7	0.0276790788754561	0.0305960220826626	0.003	0.0098	0.306122449	0.1405	0.5017	0.280047837
7015	ENSG00000135480.10	0.36979839226101	0.389655610814346	0.0073	0.0132	0.553030303	0.0927	0.7264	0.127615639
7016	ENSG00000135482.2	3.61086180459621	1.6673018136191	0.0012	0.0066	0.181818182	0.0145	0.509	0.02848723
7017	ENSG00000135486.13	32.4424709408782	13.8908285153402	0.0014	0.0198	0.070707071	0.0013	0.2756	0.004716981
7018	ENSG00000135502.12	0.551638170955486	0.39982768719992	NA	NA	NA	0.1262	0.6337	0.199147862
7019	ENSG00000135503.8	4.2242573028387	1.85301915883494	0	0.0172	0	0.009	0.4704	0.019132653
7020	ENSG00000135506.11	21.3476182926533	7.59751721699269	0.0013	0.0061	0.213114754	0.0989	0.6252	0.158189379
7021	ENSG00000135517.6	0.0148250909928276	0.0217741204922705	0	0.0039	0	0.0368	0.3869	0.095115017
7022	ENSG00000135519.6	0.0700990372337401	0.0640662609737924	0.0012	0.012	0.1	0.0196	0.5058	0.038750494
7023	ENSG00000135521.8	14.6048145272011	5.33020290492457	0.0052	0.0064	0.8125	0.0933	0.6378	0.146284102
7024	ENSG00000135525.14	0.200744620143154	0.186153986332364	0.004	0.009	0.444444444	0.1185	0.535	0.221495327
7025	ENSG00000135535.10	35.0616239015446	19.2522705476745	0.005	0	NA	0.3421	0.4752	0.719907407
7026	ENSG00000135537.12	0.483323414935622	0.181747650310916	0	0.002	0	0.0661	0.3577	0.184791725
7027	ENSG00000135540.7	0.110923088048476	0.075666126862487	0.0175	0.0098	1.785714286	0.1677	0.5655	0.296551724
7028	ENSG00000135541.16	1.59358990996383	0.914740295583381	0.0073	0.0094	0.776595745	0.129	0.7023	0.183682187
7029	ENSG00000135547.4	6.01595517674158	3.78757940399888	0	0.0133	0	0.0324	0.5503	0.058876976
7030	ENSG00000135549.10	0.0722939482099528	0.0582278183212971	0	0.012	0	0.2155	0.8273	0.260485918
7031	ENSG00000135569.3	0.000585333704082079	0.0053010917429686	0.0052	0.0276	0.188405797	0.0722	0.565	0.127787611
7032	ENSG00000135577.4	0.00878318178813991	0.0170455880490632	0.0088	0.0086	1.023255814	0.0466	0.6316	0.073780874
7033	ENSG00000135587.4	1.5709521278739	1.07333880818002	0.0046	0.0107	0.429906542	0.1338	0.5247	0.255002859
7034	ENSG00000135596.13	2.87619294510331	1.94359467217328	0.0044	0.0152	0.289473684	0.1044	0.5986	0.17440695
